R,78,RecPos 1 MtnTyp
R,79,RecPos 2 MtnTyp
R,80,RecPos 3 MtnTyp
R,81,RecPos 4 MtnTyp
R,82,RecPos 5 MtnTyp
R,83,RecPos 6 MtnTyp
R,84,Check@RecPrch
R,85,RecPlanned
R,86,RecUFrame#
R,87,RecUTool#
R,88,RecStartPR#
R,89,RecEndPR#
R,90,RecExecPR#
R,91,Rec@LD/ULPnt
R,92,RecGrip 1 State
R,93,RecGrip 2 State
R,94,RecPerchPR#
R,95,RelPrtVerfyByps
R,96,PLCBypass
R,97,Check@RecPrch
R,98,TempInMain
R,99,TempInMain
R,100,MaxRecovDist
R,101,NumofPerches
R,102,FirstPerchPR#
R,103,DestPerchPR#
R,104,CurrPerchPR#
R,105,ShortestDistPR#
R,106,SkipCurpos
R,107,PosOrientBAD
R,108,F1 KeyPressed
R,109,NewPayload#
R,110,F3 KeyPressed
R,111,DestRailPR#
R,112,CurrRailPR#
R,113,RouterTest
R,114,#RstClrUser
R,115,MsgSeverity
R,116,MenuDone
R,117,YNAnswer
R,118,ListAnswer
R,119,List 2 Answer
R,120,RobotID
R,122,MaxGripRetries
R,123,SafetyFlag
R,124,DryRun
R,125,StartFromAbort
R,126,EndCycleStop
R,127,StartupStatGrp 1
R,129,ToolsMacroFlag
R,130,AbortShl_IO
R,131,StartupStatGrp 2
R,132,ErrorCodeReg
R,133,FaultRstCntr
R,134,DfltPrgOverride
R,135,NilpUFrame
R,136,BaseUTool
R,137,GripperNum
R,138,NumofGrippers
R,139,GripperRetryCnt
R,140,GripperTimeout
R,141,Grip 1 OpnDly
R,142,Grip 1 ClsDly
R,143,Grip 1 Status
R,144,Reserved
R,145,Reserved
R,146,Reserved
R,147,Reserved
R,148,Grip 2 Status
R,149,Reserved
R,150,PLCMenuDone
R,161,JumpRetLBL# 1
R,162,JumpRetLBL# 2
R,163,JumpRetLBL# 3
R,164,TempInput#
R,165,MachADumpFlag
R,166,MachBDumpFlag
R,167,MachCDumpFlag
R,168,MachDDumpFlag
R,170,TimerRailSta
R,171,MsgWrote 1
R,172,TimerRailTask
R,174,Mach 1 Pos
R,175,Mach 2 Pos
R,176,Mach 3 Pos
R,177,Mach 4 Pos
R,178,Mach 5 Pos
R,179,Mach 6 Pos
R,180,Mach 1 MchTyp
R,181,Mach 2 MchTyp
R,182,Mach 3 MchTyp
R,183,Mach 4 MchTyp
R,184,Mach 5 MchTyp
R,185,Mach 6 MchTyp
R,186,GripperType
R,187,Gripper2Way
R,188,InfdConvPk/Pl
R,189,HasPartStand
R,190,HasHandoff
R,191,HasShuttle
R,192,MachAPartOrnt
R,193,MachBPartOrnt
R,194,MachCPartOrnt
R,195,MachDPartOrnt
R,196,ConvPartOrnt
R,199,SIMULATE
R,200,CGSensitivity
R,219,CycleTimeReg
R,220,Temp
R,225,M#
R,229,Temp
R,230,ConvUL/LDCT
R,231,MachLl/LDCT
R,237,4 PartAverage
R,240,CycleTime
